filename,ref_pc,pipeline_pc,ref_cond_density,ref_dilute_density,pipeline_cond_density,pipeline_dilute_density,pipeline_background,error_pct
20240614_40uMDFHBI_Tornado_Broccoli_Sample1_1_1.tif,3.552163284549726,2.9805108453657896,830.0824332909784,233.6836363636364,666.1574074074074,223.50444,95.0,-16.093078875916582
20240614_40uMDFHBI_Tornado_Broccoli_Sample1_2_1.tif,2.874010803531902,18.486008150406196,1120.6003269309358,389.9081818181818,1027.2985294117648,55.57167999999999,88.0,543.2128970318604
20240614_40uMDFHBI_Tornado_Broccoli_Sample1_3_1.tif,2.0802368433697183,3.8424020841057467,1101.126094927684,529.3272727272728,1115.687707641196,290.36204,94.0,84.70983707227998
20240614_40uMDFHBI_Tornado_Broccoli_Sample1_4_1.tif,3.2593886063111634,8.444460767504914,617.0111524163568,189.30272727272728,559.5767527675276,66.26554,76.0,159.08112801136633
20240614_40uMDFHBI_Tornado_Broccoli_Sample1_4_2.tif,2.5846283331463624,14.16062282841074,742.622461665976,287.32272727272726,769.4185742315238,54.335080000000005,87.0,447.8784955967923
20240614_40uMDFHBI_Tornado_Broccoli_Sample1_4_3.tif,2.7033406169817304,6.4154476066345545,475.1022831050228,175.74636363636364,429.71822849807444,66.9818,80.0,137.31554826403553
20240614_40uMDFHBI_Tornado_Broccoli_Sample2_1_1.tif,3.100448110181104,3.0922196331593046,463.73120525059664,149.5690909090909,440.01419558359623,142.2972,84.0,-0.26539637914851777
20240614_40uMDFHBI_Tornado_Broccoli_Sample2_1_2.tif,1.938592381042116,2.155528387592062,162.83823529411765,83.99818181818182,161.92307692307693,75.1199,87.0,11.190387864483874
20240614_40uMDFHBI_Tornado_Broccoli_Sample2_2_2.tif,2.206206036484607,15.905770903842345,810.4036577400392,367.3290909090909,860.2136752136752,54.08186,89.0,620.9558237446752
20240614_40uMDFHBI_Tornado_Broccoli_Sample2_2_3.tif,4.686320330033836,16.354220234832667,628.4994606256743,134.11363636363637,801.9743268628679,49.03776,96.0,248.9778564649375
20240614_40uMDFHBI_Tornado_Broccoli_Sample2_2_4.tif,2.4096547521721927,3.7168413708687145,529.863364645602,219.8918181818182,572.8546824542519,154.12406,91.0,54.24788001343982
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_1_1.tif,2.729504713767909,19.740648582509078,1142.3076481835565,418.5036363636364,1326.5747432483834,67.20016000000001,84.0,623.2318919595621
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_1_2.tif,2.339511959968276,2.351029449309294,377.0846645367412,161.1809090909091,361.2952029520295,153.67532,85.0,0.49230307594469863
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_1_3.tif,2.120803616758939,3.9256819132121676,209.86315789473684,98.95454545454544,208.0326409495549,52.99273999999998,84.0,85.10350898078367
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_1_4.tif,4.345316418682592,3.273822791233102,722.1915887850467,166.2,670.3885501355013,204.7724,80.0,-24.658586952209667
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_2_1.tif,2.337961754108283,3.9697784998159427,616.0104138120033,263.4818181818182,820.4224514081714,206.66706,84.0,69.79655432088313
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_2_2.tif,2.844100053460235,3.567837786936118,558.4416310424202,196.35090909090908,667.4098690835851,187.06284,71.0,25.446985685168055
20240614_40uMDFHBI_Tornado_Broccoli_Sample3_2_3.tif,3.55404049509177,9.258694935820463,547.5225548902196,154.05636363636364,543.7425992779783,58.72778,88.0,160.51180195068068
