filename,ref_pc,pipeline_pc,ref_cond_density,ref_dilute_density,pipeline_cond_density,pipeline_dilute_density,pipeline_background,error_pct
20240516_AABr_10uMDFHBI_20-40_Sample1_1_1.tif,19.179889728138637,29.977569326795315,1761.5361798350625,91.84287317620652,1714.7121690815993,57.19983999999999,89.0,56.29688049152599
20240516_AABr_10uMDFHBI_20-40_Sample1_1_2.tif,19.750515875909347,26.82660852861379,1771.2801287948482,89.68272727272728,1543.1754385964912,57.52405999999999,91.0,35.82738140696108
20240516_AABr_10uMDFHBI_20-40_Sample1_1_3.tif,13.835637415121129,21.098067603074295,1253.282348470454,90.58363636363636,1364.3609745672152,64.66758,83.0,52.4907524680863
20240516_AABr_10uMDFHBI_20-40_Sample1_2_1.tif,8.089786069106342,11.936007295167755,633.6148584293012,78.32282003710576,946.4647435897435,79.29492,87.0,47.54416486672676
20240516_AABr_10uMDFHBI_20-40_Sample1_2_2.tif,9.53755514437928,74.11087646387097,674.9901185770751,70.77181818181818,4576.20729319628,61.74812,87.0,677.0427047810713
20240516_AABr_10uMDFHBI_20-40_Sample1_3_1.tif,11.386354487903962,19.545573646332826,1233.4903688218606,108.3305785123967,1170.7888523792137,59.90046,83.0,71.65787054229365
20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell.tif,16.959551110351807,84.37096513217308,3513.4793679841105,207.1681818181818,4415.780574378832,52.33768,93.0,397.48348044822103
20240516_AABr_10uMDFHBI_20-40_Sample1_3_3.tif,8.932186528408346,11.053781918529769,694.7058823529412,77.77556818181819,543.1344279117496,49.135619999999996,91.0,23.752251292265345
20240516_AABr_10uMDFHBI_20-40_Sample1_3_4.tif,13.718215449722445,19.695050010111263,1232.4070626882014,89.83727272727273,1180.3641311069882,59.932019999999994,83.0,43.56860104941525
20240516_AABr_10uMDFHBI_20-40_Sample2_4_1.tif,38.00362300138569,20.76828323031648,2585.637910896045,68.03661616161617,3103.0589788732395,149.41336,84.0,-45.35183335136435
20240516_AABr_10uMDFHBI_20-40_Sample2_4_2.tif,19.184164899062285,35.141256200329515,2051.711555654895,106.94818181818182,2047.0175318761385,58.25112,85.0,83.17845152617097
20240516_AABr_10uMDFHBI_20-40_Sample2_4_3.tif,12.947279781368938,39.52597984217171,1889.8438081603435,145.96454545454546,2174.124149659864,55.00494,86.0,205.28404815233364
20240516_AABr_10uMDFHBI_20-40_Sample2_5_1.tif,14.158574147073711,33.42580292506775,1435.6858010410642,101.40045078888056,1794.126629422719,53.6749,86.0,136.08170270433752
20240516_AABr_10uMDFHBI_20-40_Sample2_5_2.tif,12.167217568993118,19.14055717526507,951.81930820857,78.22818181818182,856.0537634408602,44.7246,94.0,57.312524960865154
20240516_AABr_10uMDFHBI_20-40_Sample2_5_3.tif,9.633587244492976,12.09038703577551,729.6478978978979,75.74,620.7124907612713,51.339340000000014,91.0,25.50243983815022
20240516_AABr_10uMDFHBI_20-40_Sample2_5_4.tif,3.0164057866288525,3.130145195765489,168.01380231522708,55.7,158.6117816091954,50.67233999999999,85.0,3.770693241632851
20240516_AABr_10uMDFHBI_20-40_Sample2_5_5.tif,20.550013697439155,28.090254656165484,1563.1274509803925,76.06454545454545,1667.533023255814,59.3634,94.0,36.692145658598555
20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell.tif,2.752259705312733,14.350427566661097,188.14447345517843,68.36,856.0124756335283,59.650659999999995,83.0,421.40528522654404
20240516_AABr_10uMDFHBI_20-40_Sample3_3_1.tif,3.0851402231093794,52.46793206521734,191.73305084745763,62.14727272727273,2908.576603773585,55.43532000000001,87.0,1600.6660401431343
20240516_AABr_10uMDFHBI_20-40_Sample3_3_2.tif,9.127342467590823,12.02906998009398,706.8117774566474,77.4389456697149,662.1714326362214,55.0476,96.0,31.791592380877027
20240516_AABr_10uMDFHBI_20-40_Sample3_3_3.tif,5.98628200593908,5.425558098725511,431.1407978545089,72.02146464646465,295.7205867268438,54.50509999999999,87.0,-9.366814103599978
20240516_AABr_10uMDFHBI_20-40_Sample3_3_4.tif,23.882205110137967,36.2466344353791,1518.0615122781426,63.56454545454545,2054.9739420062697,56.6942,92.0,51.77256148760085
20240516_AABr_10uMDFHBI_20-40_Sample3_4_1.tif,11.023212177489178,39.40505832504384,1657.0170487106018,150.32070707070707,1970.6981934112646,50.01129999999999,96.0,257.4734631844795
20240516_AABr_10uMDFHBI_20-40_Sample3_4_2.tif,12.195762888966632,15.982563703561777,990.1961630695444,81.19181818181818,938.3184145647639,58.70888,80.0,31.050134780998572
20240516_AABr_10uMDFHBI_20-40_Sample3_4_3.tif,21.231294189214637,31.228667853849316,1699.8546174946662,80.06363636363636,1712.8930563569918,54.850019999999994,92.0,47.08791454509298
