filename,ref_pc,pipeline_pc,n_condensates,pipeline_cond_density,pipeline_dilute_density,pipeline_background,error_pct
20240516_JABr_40uMDFHBI_20-40_Sample1_1_1.tif,4.780462776467427,10.39178433099444,13,588.5214552238806,56.63334,89.0,117.38030012804654
20240516_JABr_40uMDFHBI_20-40_Sample1_1_2.tif,9.03781903143521,17.819333836631067,4,1152.4347666299154,64.67328,93.0,97.16409207411787
20240516_JABr_40uMDFHBI_20-40_Sample1_1_3.tif,19.77431091029348,45.28149748020427,7,2168.3199025487256,47.885340000000014,99.0,128.99153192050338
20240516_JABr_40uMDFHBI_20-40_Sample1_1_4.tif,10.583892531088944,25.26789054431758,2,1370.8017602682314,54.25073999999999,92.0,138.73910728114552
20240516_JABr_40uMDFHBI_20-40_Sample1_2_1.tif,8.02311193846827,11.40099075441242,26,632.4209378407852,55.47070000000001,92.0,42.101853269032624
20240516_JABr_40uMDFHBI_20-40_Sample1_2_2.tif,4.599440759919959,5.5547678806321965,9,350.67394054395953,63.13026,87.0,20.770506037104866
20240516_JABr_40uMDFHBI_20-40_Sample1_2_3.tif,2.5450496828063462,3.0524430140196706,6,162.4580378250591,53.2223,95.0,19.936480401193492
20240516_JABr_40uMDFHBI_20-40_Sample1_4_1.tif,6.1293038949056,10.466131421677202,9,573.6059614059269,54.80591999999999,92.0,70.75562904257656
20240516_JABr_40uMDFHBI_20-40_Sample1_4_2.tif,5.049124062902577,5.56535569587166,27,364.90022639068565,65.56638,87.0,10.224181987564751
20240516_JABr_40uMDFHBI_20-40_Sample1_4_3.tif,13.963474229377768,30.390806086043522,3,1765.6687568157033,58.09877999999999,88.0,117.64501861652934
20240516_JABr_40uMDFHBI_20-40_Sample1_4_4.tif,9.321639529541017,19.192472729271834,1,957.0967555040556,49.86833999999999,91.0,105.89159952441159
20240516_JABr_40uMDFHBI_20-40_Sample2_5_1.tif,6.324415503843559,8.646658847070404,18,606.2535677352637,70.1142,76.0,36.71870296655145
20240516_JABr_40uMDFHBI_20-40_Sample2_5_2.tif,6.8732146278526525,8.59645525744054,10,544.3932238193019,63.32764,84.0,25.071829164256254
20240516_JABr_40uMDFHBI_20-40_Sample2_5_3.tif,4.55825275244962,4.448008933139561,10,317.6240446188804,71.40814,79.0,-2.4185543298540004
20240516_JABr_40uMDFHBI_20-40_Sample2_5_4.tif,6.019577067052444,6.789526103125423,23,408.11583403895,60.10962000000001,86.0,12.790749707105142
20240516_JABr_40uMDFHBI_20-40_Sample2_5_5.tif,6.727580527127384,21.53107869897286,7,1260.2019788468099,58.529439999999994,84.0,220.0419320460581
20240516_JABr_40uMDFHBI_20-40_Sample2_5_6.tif,12.150934499553983,16.91702149674524,5,1082.9671532846714,64.01641999999998,82.0,39.22403661517722
20240516_JABr_40uMDFHBI_20-40_Sample3_3_1.tif,8.18488010140486,15.251066752956842,3,843.0173557937724,55.275960000000005,88.0,86.33219502310287
20240516_JABr_40uMDFHBI_20-40_Sample3_3_10.tif,3.6096973482864656,,0,,51.42544,95.0,
20240516_JABr_40uMDFHBI_20-40_Sample3_3_11.tif,16.95129741069744,37.67710178926335,4,2109.3864530635187,55.9859,84.0,122.2667733119147
20240516_JABr_40uMDFHBI_20-40_Sample3_3_14.tif,12.968998635548576,19.4234299586267,3,1149.571040478131,59.18476,85.0,49.76815484725437
20240516_JABr_40uMDFHBI_20-40_Sample3_3_15.tif,6.40922419254503,,0,,56.74226000000001,81.0,
20240516_JABr_40uMDFHBI_20-40_Sample3_3_2.tif,9.045433947129268,10.886521499528385,7,689.6826923076923,63.351980000000005,89.0,20.353778084725487
20240516_JABr_40uMDFHBI_20-40_Sample3_3_3.tif,8.824742177862973,23.070507207082432,8,1365.2051079515534,59.17534,88.0,161.42981564895143
20240516_JABr_40uMDFHBI_20-40_Sample3_3_4.tif,6.598847486992786,8.022823385790213,22,447.9187224097637,55.830560000000006,89.0,21.579160627734993
20240516_JABr_40uMDFHBI_20-40_Sample3_3_5.tif,8.41311014379965,15.491174174904968,11,826.2927241962775,53.33958,86.0,84.13136058038843
20240516_JABr_40uMDFHBI_20-40_Sample3_3_6.tif,12.688918511744486,27.676019148139957,2,1610.4902485659657,58.19082,88.0,118.11172577492601
20240516_JABr_40uMDFHBI_20-40_Sample3_3_7.tif,8.681339870231923,17.936757295767073,4,1019.0650274991912,56.81434,89.0,106.61277595261214
20240516_JABr_40uMDFHBI_20-40_Sample3_3_8.tif,8.294601075850176,13.538740863095885,18,803.0826364977866,59.31737999999999,87.0,63.223532262619365
20240516_JABr_40uMDFHBI_20-40_Sample3_3_9.tif,5.92043473320039,9.918683051881192,13,492.4342460923728,49.64714,90.0,67.5330190916484
