filename,ref_pc,pipeline_pc,ref_cond_density,ref_dilute_density,pipeline_cond_density,pipeline_dilute_density,pipeline_background,error_pct
20240525_JABr_4arm_40uMDFHBI_Sample1_1_1.tif,13.97880584853668,17.735082604341223,1056.5943940643033,75.58545454545454,1108.8175824175823,62.52114,84.0,26.871227746522813
20240525_JABr_4arm_40uMDFHBI_Sample1_1_2.tif,9.754849353566142,12.497054782519097,805.4756472136902,82.57181818181819,747.2219000276167,59.79184,77.0,28.111202229386244
20240525_JABr_4arm_40uMDFHBI_Sample1_1_3.tif,23.95942298837571,57.4493121830135,2310.7556594670823,96.44454545454543,3143.105871886121,54.71094000000001,80.0,139.77752807689038
20240525_JABr_4arm_40uMDFHBI_Sample1_1_4.tif,15.368630041050425,33.94376024173301,1942.7904379347503,126.41272727272728,1727.2886597938145,50.88678,97.0,120.86392964803909
20240525_JABr_4arm_40uMDFHBI_Sample1_2_1.tif,9.436312316978904,11.793119637340087,652.6067813765183,69.1590909090909,748.0920628092063,63.43462,92.0,24.97593595032397
20240525_JABr_4arm_40uMDFHBI_Sample1_2_2.tif,6.143441593129492,8.23070506750839,398.6702647657841,64.89363636363636,517.9862542955326,62.93340000000001,91.0,33.97547519151457
20240525_JABr_4arm_40uMDFHBI_Sample1_2_3.tif,2.6881524872483173,3.2349307221474968,181.2352406902816,67.42,201.44567062818336,62.272020000000005,85.0,20.340298308704945
20240525_JABr_4arm_40uMDFHBI_Sample1_2_4.tif,12.988078213856978,20.548142875112806,898.3263333333333,69.16545454545455,1257.3823697767602,61.19202,95.0,58.20772355058653
20240525_JABr_4arm_40uMDFHBI_Sample1_2_5.tif,13.025554481313527,17.383615455904643,892.8780768677127,68.54818181818182,924.5145591529221,53.183099999999996,95.0,33.45777702471855
20240525_JABr_4arm_40uMDFHBI_Sample1_3_1.tif,28.35924866773823,14.246690906534303,2430.1555806087936,85.69181818181818,935.1260073260073,65.63812,79.0,-49.763510756399256
20240525_JABr_4arm_40uMDFHBI_Sample1_3_2.tif,20.144849891967915,23.812546754623813,1336.2811473338388,66.33363636363636,1232.0378327884166,51.739020000000004,93.0,18.206622944945693
20240525_JABr_4arm_40uMDFHBI_Sample1_3_3.tif,16.059556467706404,26.532463198368838,1416.131689322351,88.18,2168.635655362053,81.73518000000001,82.0,65.21292634527008
20240525_JABr_4arm_40uMDFHBI_Sample1_3_4.tif,11.037845133235484,10.688470765413246,828.7816190313196,75.08545454545454,533.6295986622074,49.92572,96.0,-3.165240711434287
20240525_JABr_4arm_40uMDFHBI_Sample1_3_5.tif,8.479950265759351,11.702876990069083,765.7626361351578,90.30272727272728,644.7721142857143,55.09518,93.0,38.00643427501434
20240525_JABr_4arm_40uMDFHBI_Sample1_3_6.tif,29.79007162698103,44.712704087050696,1907.2687130925149,64.02363636363637,2473.440615293596,55.31852,95.0,50.09263706017462
20240525_JABr_4arm_40uMDFHBI_Sample2_1_1.tif,17.597102704429496,25.845606478966385,1638.4662328094305,93.11,1553.6011157601115,60.11083999999999,81.0,46.87421510849396
20240525_JABr_4arm_40uMDFHBI_Sample2_1_2.tif,25.5438146325362,90.1264326570958,4649.322587866577,182.01363636363635,5813.7569509528275,64.50667999999999,87.0,252.83074964965527
20240525_JABr_4arm_40uMDFHBI_Sample2_1_3.tif,12.993079086486617,24.87632701980054,1122.8028352037802,86.41545454545455,1361.2923177083333,54.72240000000001,87.0,91.4582898650485
20240525_JABr_4arm_40uMDFHBI_Sample2_3_1.tif,31.465470008669563,55.15881907509916,2643.1280857009783,84.00090909090909,2928.949840533488,53.100300000000004,86.0,75.29952376335538
20240525_JABr_4arm_40uMDFHBI_Sample2_3_2.tif,9.030859842232376,16.638031246646754,695.1381215469613,76.97363636363636,1146.704760140767,68.9207,86.0,84.23529472619884
20240525_JABr_4arm_40uMDFHBI_Sample2_3_3.tif,8.954560624723811,13.808244150957519,733.6390114739629,81.9290909090909,698.054794520548,50.55348,86.0,54.20348054635469
20240525_JABr_4arm_40uMDFHBI_Sample2_4_1.tif,48.97101389018866,123.36323702776403,2407.3260046346013,49.158181818181816,3577.9582433405326,29.00344,121.0,151.9107268319798
20240525_JABr_4arm_40uMDFHBI_Sample2_4_2.tif,10.58831118603611,20.711415629137214,896.541185334003,84.67272727272727,1273.860174781523,61.50522000000001,87.0,95.60641225251746
20240525_JABr_4arm_40uMDFHBI_Sample3_1_1.tif,15.98262405419244,12.60897242252859,1145.6926108374385,71.68363636363637,804.9386425339367,63.83856,88.0,-21.108246181758247
20240525_JABr_4arm_40uMDFHBI_Sample3_1_2.tif,34.48335739351029,29.640196224718068,2649.01151496946,76.82,2184.2654955253565,73.69268,81.0,-14.044923507661977
20240525_JABr_4arm_40uMDFHBI_Sample3_1_3.tif,13.230345379693317,15.735862932330303,911.7151277013752,68.91090909090909,759.1914988814318,48.24594,90.0,18.937657942645973
20240525_JABr_4arm_40uMDFHBI_Sample3_2_1-1.tif,14.712897909291158,24.124866770318935,1205.06659094136,81.90545454545455,1492.5698022768124,61.86852,97.0,63.97087045023362
20240525_JABr_4arm_40uMDFHBI_Sample3_2_1-2.tif,9.460469834651525,14.206794312781183,615.4207635983264,65.05181818181818,728.5187296416938,51.27959999999999,93.0,50.170071477263875
20240525_JABr_4arm_40uMDFHBI_Sample3_2_2.tif,15.640667099211765,45.24236449200786,2326.591887372566,148.75272727272727,2723.525193414005,60.19856000000001,87.0,189.26109228606953
20240525_JABr_4arm_40uMDFHBI_Sample3_3_1.tif,34.41142119413676,80.3515974172615,3641.3227414330217,105.81727272727272,4455.222881355932,55.44660000000001,94.0,133.50269947860315
20240525_JABr_4arm_40uMDFHBI_Sample3_3_2.tif,44.65876360647932,92.62257146981162,4053.351181552081,90.76272727272728,5187.6327696526505,56.008300000000006,90.0,107.40066224397997
20240525_JABr_4arm_40uMDFHBI_Sample3_3_3.tif,12.510923770211363,14.68585334253425,1009.642921823121,80.7009090909091,907.3111111111111,61.781299999999995,88.0,17.38424445924142
20240525_JABr_4arm_40uMDFHBI_Sample3_3_4.tif,7.829257194584854,6.664776514310058,540.0977488151659,68.98454545454545,384.0158918406072,57.618719999999996,92.0,-14.873450332941097
20240525_JABr_4arm_40uMDFHBI_Sample3_4_1.tif,49.86352854906655,113.48249478906685,4342.524040377208,87.08818181818182,5955.731550272412,52.481500000000004,94.0,127.58616987443672
20240525_JABr_4arm_40uMDFHBI_Sample3_4_2.tif,10.090033792327093,12.380169153256578,497.3102473498233,49.28727272727273,502.6578947368421,40.601859999999995,114.0,22.697003875953367
20240525_JABr_4arm_40uMDFHBI_Sample3_4_3.tif,43.59617981473059,62.65643018267078,4793.875565318516,109.96090909090908,5830.685839324789,93.05806000000001,93.0,43.720001268322086
20240525_JABr_4arm_40uMDFHBI_Sample3_4_4.tif,34.96013642299769,109.14046277795748,5900.126878282713,168.76727272727274,6549.108803165183,60.00624,89.0,212.18546019792424
