filename,ref_pc,ref_cond,ref_dil,pipe_dil,n_cond_vox,pc_full,cond_full,cond_top10,pc_top10,cond_top20,pc_top20,cond_top25,pc_top25,cond_top30,pc_top30,cond_top40,pc_top40,cond_top50,pc_top50,cond_top75,pc_top75
20240516_JABr_40uMDFHBI_20-40_Sample2_5_3.tif,4.55825275244962,331.24408365437534,72.66909090909091,71.40814,2789,6.09000516184236,434.8759411975619,751.4910394265233,10.523884803980657,705.5376344086021,9.880353057909113,685.1060171919771,9.594228573828937,666.4324970131422,9.33272449069731,631.255376344086,8.84010389213451,598.7304659498208,8.384624861392844,521.302103250478,7.300317628361109
20240516_JABr_40uMDFHBI_20-40_Sample2_5_4.tif,6.019577067052444,415.29609419873634,68.99090909090908,60.10962000000001,19980,4.3806960012718745,263.32197197197195,666.1046046046046,11.081497514118446,565.94994994995,9.415297417450816,528.3983983983984,8.79057958440593,495.7505839172506,8.247441656048576,440.1699199199199,7.3227866008788585,395.3823823823824,6.5776889353548125,316.50437103770435,5.2654528682381345
20240516_JABr_40uMDFHBI_20-40_Sample2_5_5.tif,6.727580527127384,497.0030694326842,73.87545454545455,56.404120000000006,17831,3.4753728825323154,196.02534911109865,484.34473094170403,8.587045253816635,420.4819175777965,7.454808577419459,392.2209510991476,6.953764212599143,366.9818691588785,6.506295447192128,325.1577176503575,5.764786644138007,292.69021982951995,5.189163838200471,236.85509196949306,4.199251614412086
20240516_JABr_40uMDFHBI_20-40_Sample2_5_6.tif,12.150934499553983,894.087853085363,73.58181818181818,64.01641999999998,30751,8.32429778731675,532.8917433579396,1572.3345253576074,24.561425418003815,1346.5169891074622,21.03393143676986,1238.3060613943808,19.34356937476949,1145.4400606980273,17.892910298608196,995.899520364198,15.556938678610868,877.7769250780437,13.711746534374212,670.0974679153659,10.467587345799188
20240516_JABr_40uMDFHBI_20-40_Sample3_3_1.tif,8.18488010140486,534.2717690192484,65.27545454545455,55.275960000000005,12538,6.706263748169231,370.69516669325253,991.7814992025518,17.94236588930435,863.0833333333334,15.614081299236291,807.1090909090909,14.601448638957892,756.0890483785221,13.678442642670014,666.9194577352472,12.065271371772596,592.1968416015313,10.71346099826274,459.39504466184604,8.310937424910323
20240516_JABr_40uMDFHBI_20-40_Sample3_3_10.tif,3.6096973482864656,205.4770992366412,56.92363636363636,53.39078000000001,778,3.312145772593949,176.83804627249359,395.0769230769231,7.399721882259878,326.9423076923077,6.12357241629187,304.7025641025641,5.707025896654143,286.9230769230769,5.374019201874872,260.2307692307692,4.874076932960508,240.2287917737789,4.4994433828046505,204.56164383561645,3.831403920969434
20240516_JABr_40uMDFHBI_20-40_Sample3_3_11.tif,16.95129741069744,1361.651490190205,80.32727272727273,55.9859,58234,8.324003722194046,466.0268399903836,2009.229223901099,35.88812940224412,1480.7061904353052,26.447841160636965,1299.7658493028368,23.21594989636385,1157.8163814320874,20.680499579931507,951.9483987292865,17.003359751817626,809.2753374317409,14.454984869971563,591.7546478615258,10.569708584867364
20240516_JABr_40uMDFHBI_20-40_Sample3_3_14.tif,12.968998635548576,907.6412645082468,69.98545454545454,59.18476,27470,6.730360403563321,398.33476519839826,1352.7298871496178,22.856050901441822,1073.7415362213324,18.142196339417993,971.3184333139196,16.41163085419151,885.8422521538648,14.967404652039898,752.0886421550782,12.707471351663473,653.7069530396797,11.045190569999434,495.7014997815852,8.37549226830666
20240516_JABr_40uMDFHBI_20-40_Sample3_3_2.tif,9.045433947129268,633.550416778704,70.0409090909091,63.842319999999994,27845,3.6290119064378716,231.68453941461664,805.3001795332136,12.61389278355194,617.9017776979709,9.678560830777625,552.7611318586613,8.65822438562166,500.72133109887477,7.843094221808901,424.10127491470644,6.642948986106809,370.43920132155426,5.80240820386155,285.1942635510439,4.467166349077601
20240516_JABr_40uMDFHBI_20-40_Sample3_3_3.tif,8.824742177862973,788.7715008431703,89.38181818181818,62.345439999999996,11324,7.183486835194213,447.85764747439066,947.153574580759,15.192026467064137,865.155408388521,13.87680331373908,829.4719180501589,13.304452066585126,795.7404355503237,12.763410372119015,731.9399558498897,11.740072022106023,672.0010596962204,10.778672180294508,544.6401742611563,8.735846186363531
