variant,pearson_r,rmse,mean_error_pct,mean_abs_error_pct
full,0.7162404773361738,3.2484239367014554,-15.991999163376482,30.56952123582027
top10,0.9118335214787492,13.095319768354383,119.81266780629308,123.14548402862589
top20,0.8816285962378719,9.565747868299498,87.80176038923076,91.13457661156356
top25,0.8645478432983098,8.165651726417469,74.9520262728265,78.5800644584865
top30,0.8471878911972724,6.9730958218559795,63.581300001080756,68.25695237791405
top40,0.8132961019838367,5.1376574228135885,44.84097732497286,51.62427181668129
top50,0.7827446514729698,3.9288296802975475,29.94946751826164,40.985113721732006
top75,0.7349451437208294,2.8150348297365393,2.793345546826131,27.880567056543804
